customer_id,card_id,account_number,credit_limit,current_outstanding,activation_date,expiry_date,card_status,is_primary_card,is_delinquent
CUST_00001,CC_002,5218-XXXX-XXXX-0001,13396,4989,2024-05-11,2027-05-11,active,True,False
CUST_00002,CC_002,5218-XXXX-XXXX-0002,36061,14042,2021-09-03,2024-09-02,active,True,False
CUST_00002,CC_005,5218-XXXX-XXXX-0003,255584,51462,2021-08-20,2024-08-19,active,False,False
CUST_00003,CC_004,5218-XXXX-XXXX-0004,18724,9518,2021-12-19,2024-12-18,active,True,False
CUST_00004,CC_004,5218-XXXX-XXXX-0005,52631,10386,2026-01-24,2029-01-23,active,True,False
CUST_00004,CC_007,5218-XXXX-XXXX-0006,603601,328480,2025-12-29,2028-12-28,active,False,False
CUST_00005,CC_002,5218-XXXX-XXXX-0007,32768,6320,2024-03-05,2027-03-05,active,True,False
CUST_00005,CC_003,5218-XXXX-XXXX-0008,62170,34396,2023-11-10,2026-11-09,active,False,False
CUST_00006,CC_001,5218-XXXX-XXXX-0009,262673,57992,2023-10-03,2026-10-02,active,True,False
CUST_00007,CC_001,5218-XXXX-XXXX-0010,350081,234493,2022-12-15,2025-12-14,active,True,False
CUST_00008,CC_003,5218-XXXX-XXXX-0011,143001,112162,2022-02-24,2025-02-23,active,True,True
CUST_00008,CC_002,5218-XXXX-XXXX-0012,47216,18572,2021-11-24,2024-11-23,active,False,True
CUST_00008,CC_007,5218-XXXX-XXXX-0013,220823,146593,2021-10-14,2024-10-13,active,False,True
CUST_00009,CC_002,5218-XXXX-XXXX-0014,88752,18364,2022-01-14,2025-01-13,active,True,False
CUST_00009,CC_003,5218-XXXX-XXXX-0015,92635,10198,2021-10-12,2024-10-11,active,False,False
CUST_00010,CC_003,5218-XXXX-XXXX-0016,98585,39585,2025-07-23,2028-07-22,active,True,False
CUST_00010,CC_007,5218-XXXX-XXXX-0017,705826,107775,2025-08-12,2028-08-11,active,False,False
CUST_00011,CC_001,5218-XXXX-XXXX-0018,205783,23154,2023-02-22,2026-02-21,active,True,False
CUST_00012,CC_001,5218-XXXX-XXXX-0019,115805,65379,2023-11-04,2026-11-03,active,True,True
CUST_00013,CC_007,5218-XXXX-XXXX-0020,542341,185932,2021-11-27,2024-11-26,active,True,False
CUST_00013,CC_004,5218-XXXX-XXXX-0021,76430,41382,2022-01-05,2025-01-04,active,False,False
CUST_00014,CC_006,5218-XXXX-XXXX-0022,84797,22440,2025-09-03,2028-09-02,active,True,False
CUST_00015,CC_005,5218-XXXX-XXXX-0023,184708,46973,2023-03-29,2026-03-28,active,True,False
CUST_00016,CC_001,5218-XXXX-XXXX-0024,103764,63822,2024-12-03,2027-12-03,blocked,True,False
CUST_00017,CC_006,5218-XXXX-XXXX-0025,73273,34316,2023-03-28,2026-03-27,active,True,False
CUST_00018,CC_005,5218-XXXX-XXXX-0026,407460,56283,2024-05-21,2027-05-21,active,True,False
CUST_00018,CC_004,5218-XXXX-XXXX-0027,44237,29517,2024-01-28,2027-01-27,active,False,False
CUST_00018,CC_003,5218-XXXX-XXXX-0028,57084,33076,2024-03-08,2027-03-08,active,False,False
CUST_00019,CC_004,5218-XXXX-XXXX-0029,42123,12341,2021-07-09,2024-07-08,active,True,False
CUST_00020,CC_002,5218-XXXX-XXXX-0030,37251,19277,2024-12-25,2027-12-25,active,True,False
CUST_00021,CC_003,5218-XXXX-XXXX-0031,136154,92740,2023-01-27,2026-01-26,active,True,False
CUST_00021,CC_006,5218-XXXX-XXXX-0032,188290,59222,2023-03-06,2026-03-05,active,False,False
CUST_00021,CC_005,5218-XXXX-XXXX-0033,183308,36515,2022-11-28,2025-11-27,active,False,False
CUST_00022,CC_005,5218-XXXX-XXXX-0034,269684,136517,2023-03-30,2026-03-29,active,True,False
CUST_00022,CC_001,5218-XXXX-XXXX-0035,374236,205269,2023-07-07,2026-07-06,active,False,False
CUST_00023,CC_006,5218-XXXX-XXXX-0036,67160,35053,2024-04-12,2027-04-12,active,True,False
CUST_00023,CC_001,5218-XXXX-XXXX-0037,108226,18367,2023-12-26,2026-12-25,active,False,False
CUST_00024,CC_002,5218-XXXX-XXXX-0038,27985,4441,2023-09-18,2026-09-17,active,True,False
CUST_00025,CC_004,5218-XXXX-XXXX-0039,33134,6919,2021-11-09,2024-11-08,active,True,False
CUST_00026,CC_004,5218-XXXX-XXXX-0040,55079,35790,2024-01-16,2027-01-15,closed,True,False
CUST_00026,CC_007,5218-XXXX-XXXX-0041,526953,224327,2024-04-16,2027-04-16,active,False,False
CUST_00026,CC_001,5218-XXXX-XXXX-0042,295042,186476,2024-01-04,2027-01-03,active,False,False
CUST_00027,CC_007,5218-XXXX-XXXX-0043,437469,191748,2024-04-15,2027-04-15,active,True,False
CUST_00027,CC_005,5218-XXXX-XXXX-0044,283802,192973,2024-04-30,2027-04-30,active,False,False
CUST_00028,CC_003,5218-XXXX-XXXX-0045,109272,15053,2024-05-09,2027-05-09,active,True,False
CUST_00028,CC_006,5218-XXXX-XXXX-0046,195237,32516,2024-05-01,2027-05-01,active,False,False
CUST_00029,CC_005,5218-XXXX-XXXX-0047,253148,63972,2025-06-18,2028-06-17,active,True,False
CUST_00029,CC_004,5218-XXXX-XXXX-0048,50036,23618,2025-02-17,2028-02-17,active,False,False
CUST_00030,CC_003,5218-XXXX-XXXX-0049,38045,12247,2025-03-13,2028-03-12,active,True,False
CUST_00030,CC_002,5218-XXXX-XXXX-0050,37025,23635,2025-04-23,2028-04-22,active,False,False
CUST_00031,CC_006,5218-XXXX-XXXX-0051,145625,55974,2022-05-04,2025-05-03,active,True,False
CUST_00031,CC_001,5218-XXXX-XXXX-0052,83226,9477,2022-02-04,2025-02-03,active,False,False
CUST_00032,CC_001,5218-XXXX-XXXX-0053,195181,97828,2022-12-31,2025-12-30,active,True,True
CUST_00033,CC_001,5218-XXXX-XXXX-0054,481243,313533,2024-08-30,2027-08-30,active,True,False
CUST_00033,CC_007,5218-XXXX-XXXX-0055,386904,94706,2024-10-07,2027-10-07,active,False,False
CUST_00034,CC_004,5218-XXXX-XXXX-0056,60845,14162,2021-08-01,2024-07-31,active,True,False
CUST_00034,CC_001,5218-XXXX-XXXX-0057,321138,119043,2021-07-13,2024-07-12,active,False,False
CUST_00034,CC_002,5218-XXXX-XXXX-0058,55571,36907,2021-03-06,2024-03-05,active,False,False
CUST_00035,CC_005,5218-XXXX-XXXX-0059,325528,102919,2023-02-15,2026-02-14,blocked,True,False
CUST_00035,CC_006,5218-XXXX-XXXX-0060,180880,89420,2023-03-03,2026-03-02,active,False,False
CUST_00035,CC_003,5218-XXXX-XXXX-0061,51220,34299,2023-02-07,2026-02-06,active,False,False
CUST_00036,CC_006,5218-XXXX-XXXX-0062,124650,64535,2025-04-08,2028-04-07,active,True,False
CUST_00037,CC_002,5218-XXXX-XXXX-0063,27255,14455,2024-06-01,2027-06-01,active,True,True
CUST_00038,CC_005,5218-XXXX-XXXX-0064,177128,72321,2023-08-06,2026-08-05,active,True,True
CUST_00038,CC_004,5218-XXXX-XXXX-0065,48990,29240,2023-04-08,2026-04-07,active,False,True
CUST_00039,CC_007,5218-XXXX-XXXX-0066,624138,221154,2021-12-27,2024-12-26,active,True,False
CUST_00039,CC_006,5218-XXXX-XXXX-0067,197010,130991,2022-01-19,2025-01-18,active,False,False
CUST_00040,CC_002,5218-XXXX-XXXX-0068,17913,10044,2025-02-14,2028-02-14,active,True,False
CUST_00040,CC_004,5218-XXXX-XXXX-0069,20838,5597,2025-01-28,2028-01-28,active,False,False
CUST_00041,CC_001,5218-XXXX-XXXX-0070,184600,102837,2021-07-31,2024-07-30,active,True,False
CUST_00041,CC_004,5218-XXXX-XXXX-0071,19133,8288,2021-04-16,2024-04-15,active,False,False
CUST_00042,CC_003,5218-XXXX-XXXX-0072,51680,29916,2022-06-13,2025-06-12,blocked,True,False
CUST_00042,CC_005,5218-XXXX-XXXX-0073,90518,41357,2022-06-17,2025-06-16,active,False,False
CUST_00042,CC_001,5218-XXXX-XXXX-0074,491230,76522,2022-07-09,2025-07-08,active,False,False
CUST_00043,CC_006,5218-XXXX-XXXX-0075,85309,15798,2022-06-18,2025-06-17,active,True,False
CUST_00043,CC_001,5218-XXXX-XXXX-0076,362924,199970,2022-06-29,2025-06-28,active,False,False
CUST_00044,CC_004,5218-XXXX-XXXX-0077,48723,14483,2022-04-22,2025-04-21,active,True,False
CUST_00044,CC_003,5218-XXXX-XXXX-0078,145481,99178,2022-05-14,2025-05-13,active,False,False
CUST_00044,CC_007,5218-XXXX-XXXX-0079,679781,304774,2022-03-05,2025-03-04,active,False,False
CUST_00045,CC_003,5218-XXXX-XXXX-0080,73221,20997,2025-10-17,2028-10-16,active,True,False
CUST_00046,CC_005,5218-XXXX-XXXX-0081,132938,64489,2022-05-30,2025-05-29,active,True,False
CUST_00047,CC_002,5218-XXXX-XXXX-0082,46953,5630,2023-01-31,2026-01-30,active,True,False
CUST_00047,CC_005,5218-XXXX-XXXX-0083,311949,101415,2023-01-23,2026-01-22,active,False,False
CUST_00048,CC_005,5218-XXXX-XXXX-0084,247033,89228,2025-07-04,2028-07-03,active,True,True
CUST_00049,CC_004,5218-XXXX-XXXX-0085,50053,18927,2023-05-25,2026-05-24,active,True,False
CUST_00049,CC_007,5218-XXXX-XXXX-0086,960229,452820,2023-08-04,2026-08-03,active,False,False
CUST_00049,CC_002,5218-XXXX-XXXX-0087,56641,35647,2023-07-05,2026-07-04,active,False,True
CUST_00050,CC_005,5218-XXXX-XXXX-0088,448409,78367,2025-01-13,2028-01-13,active,True,False
CUST_00050,CC_006,5218-XXXX-XXXX-0089,219585,107596,2025-02-10,2028-02-10,active,False,False
CUST_00051,CC_004,5218-XXXX-XXXX-0090,21220,11693,2023-07-12,2026-07-11,active,True,True
CUST_00051,CC_006,5218-XXXX-XXXX-0091,69408,35747,2023-07-10,2026-07-09,active,False,True
CUST_00052,CC_003,5218-XXXX-XXXX-0092,55765,5736,2021-06-09,2024-06-08,active,True,False
CUST_00053,CC_006,5218-XXXX-XXXX-0093,62146,40413,2024-04-14,2027-04-14,active,True,False
CUST_00053,CC_004,5218-XXXX-XXXX-0094,39348,25877,2024-03-27,2027-03-27,active,False,False
CUST_00054,CC_002,5218-XXXX-XXXX-0095,32736,11337,2022-03-28,2025-03-27,active,True,False
CUST_00054,CC_001,5218-XXXX-XXXX-0096,253485,89489,2022-02-28,2025-02-27,active,False,False
CUST_00055,CC_004,5218-XXXX-XXXX-0097,65495,29752,2024-01-15,2027-01-14,active,True,False
CUST_00055,CC_007,5218-XXXX-XXXX-0098,364360,54208,2024-05-03,2027-05-03,active,False,False
CUST_00056,CC_003,5218-XXXX-XXXX-0099,219437,39677,2021-11-28,2024-11-27,active,True,False
CUST_00056,CC_005,5218-XXXX-XXXX-0100,363183,253064,2021-11-22,2024-11-21,active,False,False
CUST_00056,CC_006,5218-XXXX-XXXX-0101,152876,30838,2021-10-27,2024-10-26,active,False,False
CUST_00057,CC_002,5218-XXXX-XXXX-0102,37581,6046,2025-05-01,2028-04-30,active,True,False
CUST_00057,CC_003,5218-XXXX-XXXX-0103,228870,110026,2025-05-02,2028-05-01,active,False,False
CUST_00058,CC_006,5218-XXXX-XXXX-0104,171997,97380,2023-12-08,2026-12-07,active,True,False
CUST_00058,CC_005,5218-XXXX-XXXX-0105,373800,93036,2023-12-28,2026-12-27,blocked,False,False
CUST_00059,CC_004,5218-XXXX-XXXX-0106,42711,21503,2023-01-27,2026-01-26,active,True,False
CUST_00059,CC_007,5218-XXXX-XXXX-0107,437669,210734,2023-05-19,2026-05-18,closed,False,False
CUST_00060,CC_005,5218-XXXX-XXXX-0108,146520,23140,2022-12-28,2025-12-27,active,True,False
CUST_00061,CC_001,5218-XXXX-XXXX-0109,624935,325806,2024-08-31,2027-08-31,active,True,False
CUST_00061,CC_004,5218-XXXX-XXXX-0110,44128,12820,2024-12-14,2027-12-14,active,False,False
CUST_00061,CC_006,5218-XXXX-XXXX-0111,111868,11628,2024-12-27,2027-12-27,active,False,False
CUST_00062,CC_005,5218-XXXX-XXXX-0112,389214,269887,2022-11-02,2025-11-01,active,True,False
CUST_00063,CC_004,5218-XXXX-XXXX-0113,39276,15022,2024-05-04,2027-05-04,active,True,True
CUST_00063,CC_002,5218-XXXX-XXXX-0114,47032,34757,2024-05-24,2027-05-24,active,False,True
CUST_00064,CC_005,5218-XXXX-XXXX-0115,192704,53426,2025-01-05,2028-01-05,active,True,False
CUST_00064,CC_004,5218-XXXX-XXXX-0116,24509,16433,2025-04-19,2028-04-18,active,False,False
CUST_00065,CC_005,5218-XXXX-XXXX-0117,220486,25904,2024-05-11,2027-05-11,active,True,False
CUST_00065,CC_006,5218-XXXX-XXXX-0118,131351,64565,2024-05-24,2027-05-24,active,False,False
CUST_00066,CC_002,5218-XXXX-XXXX-0119,29445,9310,2022-12-09,2025-12-08,active,True,False
CUST_00067,CC_007,5218-XXXX-XXXX-0120,656315,265434,2024-01-14,2027-01-13,active,True,False
CUST_00067,CC_006,5218-XXXX-XXXX-0121,204042,103106,2024-02-12,2027-02-11,active,False,False
CUST_00067,CC_004,5218-XXXX-XXXX-0122,50091,32702,2023-12-05,2026-12-04,active,False,False
CUST_00068,CC_005,5218-XXXX-XXXX-0123,433442,275428,2025-04-16,2028-04-15,active,True,False
CUST_00068,CC_003,5218-XXXX-XXXX-0124,107293,18586,2025-02-18,2028-02-18,active,False,False
CUST_00068,CC_001,5218-XXXX-XXXX-0125,609191,172245,2025-02-07,2028-02-07,active,False,False
CUST_00069,CC_005,5218-XXXX-XXXX-0126,67524,35212,2021-12-01,2024-11-30,active,True,False
CUST_00069,CC_004,5218-XXXX-XXXX-0127,36327,22893,2021-11-16,2024-11-15,active,False,False
CUST_00070,CC_003,5218-XXXX-XXXX-0128,99605,51241,2025-01-21,2028-01-21,active,True,False
CUST_00071,CC_006,5218-XXXX-XXXX-0129,32848,15740,2023-10-23,2026-10-22,active,True,False
CUST_00071,CC_001,5218-XXXX-XXXX-0130,161707,95744,2023-06-07,2026-06-06,active,False,False
CUST_00072,CC_001,5218-XXXX-XXXX-0131,214389,59670,2024-08-17,2027-08-17,active,True,False
CUST_00072,CC_004,5218-XXXX-XXXX-0132,68673,45628,2024-08-19,2027-08-19,active,False,False
CUST_00072,CC_006,5218-XXXX-XXXX-0133,134543,26326,2024-09-13,2027-09-13,active,False,False
CUST_00073,CC_003,5218-XXXX-XXXX-0134,36777,8325,2025-05-18,2028-05-17,active,True,False
CUST_00074,CC_001,5218-XXXX-XXXX-0135,337526,91510,2022-03-24,2025-03-23,active,True,False
CUST_00075,CC_003,5218-XXXX-XXXX-0136,97144,37488,2025-07-23,2028-07-22,active,True,False
CUST_00076,CC_001,5218-XXXX-XXXX-0137,452480,266075,2022-06-14,2025-06-13,active,True,False
CUST_00076,CC_002,5218-XXXX-XXXX-0138,52837,33389,2022-03-13,2025-03-12,active,False,False
CUST_00077,CC_007,5218-XXXX-XXXX-0139,323947,49807,2025-06-25,2028-06-24,closed,True,False
CUST_00078,CC_005,5218-XXXX-XXXX-0140,154641,88165,2021-07-03,2024-07-02,active,True,False
CUST_00078,CC_003,5218-XXXX-XXXX-0141,50951,35367,2021-06-08,2024-06-07,active,False,False
CUST_00079,CC_007,5218-XXXX-XXXX-0142,697885,337067,2025-04-27,2028-04-26,active,True,False
CUST_00080,CC_006,5218-XXXX-XXXX-0143,125804,75146,2025-09-07,2028-09-06,active,True,True
CUST_00080,CC_007,5218-XXXX-XXXX-0144,230912,206203,2025-10-11,2028-10-10,active,False,True
CUST_00081,CC_007,5218-XXXX-XXXX-0145,308722,86833,2024-12-16,2027-12-16,active,True,False
CUST_00081,CC_005,5218-XXXX-XXXX-0146,474225,252830,2024-10-30,2027-10-30,active,False,False
CUST_00081,CC_001,5218-XXXX-XXXX-0147,474255,249553,2024-07-12,2027-07-12,active,False,False
CUST_00082,CC_006,5218-XXXX-XXXX-0148,197425,24070,2022-12-04,2025-12-03,active,True,False
CUST_00082,CC_004,5218-XXXX-XXXX-0149,46330,11460,2022-11-01,2025-10-31,active,False,False
CUST_00083,CC_002,5218-XXXX-XXXX-0150,17844,7229,2024-07-26,2027-07-26,closed,True,False
CUST_00083,CC_001,5218-XXXX-XXXX-0151,325496,147320,2024-05-30,2027-05-30,active,False,False
CUST_00084,CC_007,5218-XXXX-XXXX-0152,534258,355701,2021-02-12,2024-02-12,active,True,False
CUST_00084,CC_004,5218-XXXX-XXXX-0153,114505,18794,2021-06-21,2024-06-20,active,False,False
CUST_00084,CC_001,5218-XXXX-XXXX-0154,237161,55155,2021-03-17,2024-03-16,active,False,False
CUST_00085,CC_001,5218-XXXX-XXXX-0155,313495,70463,2025-04-21,2028-04-20,active,True,False
CUST_00085,CC_003,5218-XXXX-XXXX-0156,129677,74170,2025-04-12,2028-04-11,active,False,False
CUST_00086,CC_002,5218-XXXX-XXXX-0157,34018,11914,2025-06-22,2028-06-21,active,True,False
CUST_00087,CC_003,5218-XXXX-XXXX-0158,97645,17437,2024-01-15,2027-01-14,active,True,False
CUST_00088,CC_006,5218-XXXX-XXXX-0159,77946,52750,2023-04-01,2026-03-31,active,True,False
CUST_00089,CC_001,5218-XXXX-XXXX-0160,343279,132229,2024-10-11,2027-10-11,active,True,False
CUST_00089,CC_004,5218-XXXX-XXXX-0161,32020,14096,2024-12-12,2027-12-12,active,False,False
CUST_00090,CC_004,5218-XXXX-XXXX-0162,25814,3453,2023-10-16,2026-10-15,active,True,False
CUST_00091,CC_004,5218-XXXX-XXXX-0163,41521,14421,2024-11-18,2027-11-18,active,True,False
CUST_00091,CC_003,5218-XXXX-XXXX-0164,98767,12464,2024-09-25,2027-09-25,active,False,False
CUST_00092,CC_007,5218-XXXX-XXXX-0165,697622,230345,2022-04-11,2025-04-10,active,True,True
CUST_00092,CC_003,5218-XXXX-XXXX-0166,63284,51009,2022-03-06,2025-03-05,active,False,True
CUST_00092,CC_004,5218-XXXX-XXXX-0167,74392,51026,2022-04-04,2025-04-03,active,False,True
CUST_00093,CC_001,5218-XXXX-XXXX-0168,343700,243167,2021-04-21,2024-04-20,active,True,True
CUST_00093,CC_007,5218-XXXX-XXXX-0169,354540,329793,2021-05-18,2024-05-17,active,False,True
CUST_00094,CC_007,5218-XXXX-XXXX-0170,396270,169115,2022-07-09,2025-07-08,active,True,False
CUST_00095,CC_006,5218-XXXX-XXXX-0171,159355,90687,2023-04-28,2026-04-27,active,True,False
CUST_00095,CC_005,5218-XXXX-XXXX-0172,387964,235802,2023-08-12,2026-08-11,active,False,False
CUST_00095,CC_001,5218-XXXX-XXXX-0173,326484,196555,2023-07-14,2026-07-13,active,False,False
CUST_00096,CC_006,5218-XXXX-XXXX-0174,108590,38125,2023-09-11,2026-09-10,active,True,False
CUST_00096,CC_001,5218-XXXX-XXXX-0175,275765,189798,2023-07-09,2026-07-08,active,False,False
CUST_00097,CC_004,5218-XXXX-XXXX-0176,48110,6288,2021-01-24,2024-01-24,active,True,False
CUST_00097,CC_002,5218-XXXX-XXXX-0177,36141,20918,2021-03-14,2024-03-13,active,False,False
CUST_00098,CC_003,5218-XXXX-XXXX-0178,118601,76903,2025-04-11,2028-04-10,active,True,False
CUST_00099,CC_005,5218-XXXX-XXXX-0179,471335,106989,2021-06-14,2024-06-13,active,True,False
CUST_00099,CC_001,5218-XXXX-XXXX-0180,328764,223826,2021-06-30,2024-06-29,active,False,False
CUST_00100,CC_007,5218-XXXX-XXXX-0181,337849,158835,2022-09-26,2025-09-25,active,True,False
CUST_00100,CC_002,5218-XXXX-XXXX-0182,71758,14317,2022-07-31,2025-07-30,active,False,False
CUST_00101,CC_007,5218-XXXX-XXXX-0183,605270,321145,2022-04-24,2025-04-23,active,True,False
CUST_00101,CC_002,5218-XXXX-XXXX-0184,66602,28904,2022-07-01,2025-06-30,active,False,False
CUST_00101,CC_003,5218-XXXX-XXXX-0185,155384,15658,2022-07-20,2025-07-19,active,False,False
CUST_00102,CC_007,5218-XXXX-XXXX-0186,184096,89731,2025-04-14,2028-04-13,closed,True,False
CUST_00102,CC_001,5218-XXXX-XXXX-0187,270251,176555,2025-03-15,2028-03-14,active,False,False
CUST_00103,CC_003,5218-XXXX-XXXX-0188,88418,58047,2026-01-28,2029-01-27,active,True,False
CUST_00103,CC_004,5218-XXXX-XXXX-0189,29353,17384,2025-12-30,2028-12-29,active,False,False
CUST_00104,CC_004,5218-XXXX-XXXX-0190,81633,29633,2025-03-25,2028-03-24,active,True,False
CUST_00104,CC_003,5218-XXXX-XXXX-0191,110539,11726,2025-01-07,2028-01-07,active,False,False
CUST_00104,CC_001,5218-XXXX-XXXX-0192,525296,126346,2025-04-30,2028-04-29,active,False,False
CUST_00105,CC_001,5218-XXXX-XXXX-0193,625936,196481,2025-08-22,2028-08-21,active,True,False
CUST_00105,CC_002,5218-XXXX-XXXX-0194,32379,14367,2025-10-04,2028-10-03,active,False,False
CUST_00106,CC_007,5218-XXXX-XXXX-0195,268472,56609,2024-02-12,2027-02-11,active,True,False
